Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
AMD Phenom II X4 955 (95W),CPU,2009,45.0,95.0,258.0,758.0,3200,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 955 (125W),CPU,2009,45.0,125.0,258.0,758.0,3200,Unknown,AMD,2135.0,364.0,High
Intel Core i7-960,CPU,2009,45.0,130.0,263.0,731.0,3200,Intel,Intel,2135.0,364.0,High
Intel Xeon W3565,CPU,2009,45.0,130.0,263.0,731.0,3200,Intel,Intel,2135.0,364.0,High
Intel Xeon W3570,CPU,2009,45.0,130.0,263.0,731.0,3200,Intel,Intel,2135.0,364.0,High
AMD Phenom II X2 550,CPU,2009,45.0,80.0,258.0,758.0,3100,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X2 550 BE,CPU,2009,45.0,80.0,258.0,758.0,3100,Unknown,AMD,2135.0,364.0,High
Intel Core 2 Duo E7600,CPU,2009,45.0,65.0,82.0,228.0,3067,Intel,Intel,2135.0,364.0,High
Intel Xeon W3550,CPU,2009,45.0,130.0,263.0,731.0,3066,Intel,Intel,2135.0,364.0,High
Intel Core i7-950,CPU,2009,45.0,130.0,263.0,731.0,3066,Intel,Intel,2135.0,364.0,High
AMD Athlon II X2 250,CPU,2009,45.0,65.0,117.0,410.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 945 (125W),CPU,2009,45.0,125.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 B95,CPU,2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X2 545,CPU,2009,45.0,80.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 940 BE,CPU,2009,45.0,125.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X2 B55,CPU,2009,45.0,80.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 945 (95W),CPU,2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X3 740 BE,CPU,2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X3 B75,CPU,2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,2135.0,364.0,High
Intel Pentium E6500,CPU,2009,45.0,65.0,82.0,228.0,2933,Intel,Intel,2135.0,364.0,High
Intel Xeon X5570,CPU,2009,45.0,95.0,263.0,731.0,2933,Intel,Intel,2135.0,364.0,High
Intel Core i7-870,CPU,2009,45.0,95.0,296.0,774.0,2933,Intel,Intel,2135.0,364.0,High
Intel Pentium E6500K,CPU,2009,45.0,65.0,82.0,228.0,2933,Intel,Intel,2135.0,364.0,High
Intel Core 2 Duo E7500,CPU,2009,45.0,65.0,82.0,228.0,2933,Intel,Intel,2135.0,364.0,High
Intel Xeon W3540,CPU,2009,45.0,130.0,263.0,731.0,2933,Intel,Intel,2135.0,364.0,High
AMD Athlon II X3 435,CPU,2009,45.0,95.0,169.0,300.0,2900,Unknown,AMD,2135.0,364.0,High
AMD Athlon II X2 245,CPU,2009,45.0,65.0,117.0,410.0,2900,Unknown,AMD,2135.0,364.0,High
Intel Core 2 Quad Q9550S,CPU,2009,45.0,65.0,107.0,820.0,2833,Intel,Intel,2135.0,364.0,High
AMD Phenom II X4 B93,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 830,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon II X4 630,CPU,2009,45.0,95.0,169.0,300.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon II X2 240e,CPU,2009,45.0,45.0,117.0,410.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Core i7-860,CPU,2009,45.0,95.0,296.0,774.0,2800,Intel,Intel,2135.0,364.0,High
AMD Phenom II X4 925,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X4 920,CPU,2009,45.0,125.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Pentium E6300,CPU,2009,45.0,65.0,82.0,228.0,2800,Intel,Intel,2135.0,364.0,High
AMD Phenom II X4 820,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X3 B73,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X2 B53,CPU,2009,45.0,80.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon X2 7850 BE,CPU,2009,65.0,95.0,285.0,450.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon II X2 240,CPU,2009,45.0,65.0,117.0,410.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Phenom II X3 720 BE,CPU,2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Xeon X5560,CPU,2009,45.0,95.0,263.0,731.0,2800,Intel,Intel,2135.0,364.0,High
AMD Sempron 140,CPU,2009,45.0,45.0,117.0,234.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium E5400,CPU,2009,45.0,65.0,82.0,228.0,2700,Intel,Intel,2135.0,364.0,Medium
AMD Athlon II X2 215,CPU,2009,45.0,65.0,117.0,410.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Core 2 Quad Q7600,CPU,2009,45.0,95.0,82.0,456.0,2700,Intel,Intel,2135.0,364.0,Medium
AMD Athlon II X2 235e,CPU,2009,45.0,45.0,117.0,410.0,2700,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon II X3 425,CPU,2009,45.0,95.0,169.0,300.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Core 2 Quad Q8400,CPU,2009,45.0,95.0,82.0,456.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Xeon W3520,CPU,2009,45.0,130.0,263.0,731.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-750,CPU,2009,45.0,95.0,296.0,774.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Quad Q8400S,CPU,2009,45.0,65.0,82.0,456.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Xeon X5550,CPU,2009,45.0,95.0,263.0,731.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Quad Q9400S,CPU,2009,45.0,65.0,82.0,456.0,2666,Intel,Intel,2135.0,364.0,Medium
AMD Phenom II X4 910,CPU,2009,45.0,95.0,258.0,758.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Phenom II X3 710,CPU,2009,45.0,95.0,258.0,758.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Phenom II X4 810,CPU,2009,45.0,95.0,258.0,758.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon II X4 620,CPU,2009,45.0,95.0,169.0,300.0,2600,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon W3505,CPU,2009,45.0,130.0,263.0,731.0,2533,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5540,CPU,2009,45.0,80.0,263.0,731.0,2533,Intel,Intel,2135.0,364.0,Medium
AMD Phenom II X3 705e,CPU,2009,45.0,65.0,258.0,758.0,2500,Unknown,AMD,2135.0,364.0,Medium
AMD Phenom II X4 905e,CPU,2009,45.0,65.0,258.0,758.0,2500,Unknown,AMD,2135.0,364.0,Medium
AMD Phenom II X4 805,CPU,2009,45.0,95.0,258.0,758.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron E3300,CPU,2009,45.0,65.0,82.0,228.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Celeron E1600,CPU,2009,65.0,65.0,77.0,105.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon W3503,CPU,2009,45.0,130.0,263.0,731.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon L5530,CPU,2009,45.0,60.0,263.0,731.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Phenom II X3 700e,CPU,2009,45.0,65.0,258.0,758.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron E3200,CPU,2009,45.0,65.0,82.0,228.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Phenom II X4 900e,CPU,2009,45.0,65.0,258.0,758.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5530,CPU,2009,45.0,80.0,263.0,731.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Quad Q8200S,CPU,2009,45.0,65.0,82.0,456.0,2333,Intel,Intel,2135.0,364.0,Medium
AMD Athlon II X3 405e,CPU,2009,45.0,45.0,169.0,300.0,2300,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon II X4 605e,CPU,2009,45.0,45.0,169.0,300.0,2300,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon L5520,CPU,2009,45.0,60.0,263.0,731.0,2266,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5520,CPU,2009,45.0,80.0,263.0,731.0,2266,Intel,Intel,2135.0,364.0,Medium
Intel Pentium Dual-Core E2210,CPU,2009,45.0,65.0,82.0,228.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Pentium Dual-Core T4400,CPU,2009,45.0,35.0,107.0,410.0,2200,Intel,Intel,2135.0,364.0,Medium
AMD Athlon II X3 400e,CPU,2009,45.0,45.0,169.0,300.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon II X4 600e,CPU,2009,45.0,45.0,169.0,300.0,2200,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5506,CPU,2009,45.0,80.0,263.0,731.0,2133,Intel,Intel,2135.0,364.0,Low
Intel Xeon L5506,CPU,2009,45.0,60.0,263.0,731.0,2133,Intel,Intel,2135.0,364.0,Low
Intel Xeon L5518,CPU,2009,45.0,60.0,263.0,731.0,2133,Intel,Intel,2135.0,364.0,Low
Intel Pentium Dual-Core T4300,CPU,2009,45.0,35.0,107.0,410.0,2100,Intel,Intel,2135.0,364.0,Low
Intel Xeon L5508,CPU,2009,45.0,38.0,263.0,731.0,2000,Intel,Intel,2135.0,364.0,Low
AMD Phenom II 42 TWKR Black Edition,CPU,2009,45.0,125.0,258.0,758.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Xeon E5504,CPU,2009,45.0,80.0,263.0,731.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Pentium Dual-Core T4200,CPU,2009,45.0,35.0,107.0,410.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Xeon E5502,CPU,2009,45.0,80.0,263.0,731.0,1866,Intel,Intel,2135.0,364.0,Low
AMD Athlon II X2 260u,CPU,2009,45.0,25.0,117.0,410.0,1800,Unknown,AMD,2135.0,364.0,Low
Intel Atom N450,CPU,2009,45.0,6.0,66.0,123.0,1667,Intel,Intel,2135.0,364.0,Low
Intel Atom D510,CPU,2009,45.0,13.0,66.0,176.0,1667,Intel,Intel,2135.0,364.0,Low
AMD Athlon 64 2650e,CPU,2009,65.0,15.0,77.0,122.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Athlon II X2 250u,CPU,2009,45.0,25.0,117.0,410.0,1600,Unknown,AMD,2135.0,364.0,Low
Intel Core 2 Solo ULV SU3500,CPU,2009,45.0,5.0,107.0,410.0,1400,Intel,Intel,2135.0,364.0,Low
Intel Pentium SU4100,CPU,2009,45.0,10.0,107.0,410.0,1300,Intel,Intel,2135.0,364.0,Low
Intel Pentium SU2700,CPU,2009,45.0,10.0,107.0,410.0,1300,Intel,Intel,2135.0,364.0,Low
ATI Radeon HD 5770,GPU,2009,40.0,108.0,166.0,1040.0,850,TSMC,ATI,1360.0,364.0,High
ATI Radeon HD 4890,GPU,2009,55.0,190.0,282.0,959.0,850,TSMC,ATI,1360.0,272.0,High
ATI FirePro V7750,GPU,2009,55.0,76.0,146.0,514.0,800,TSMC,ATI,512.0,364.0,High
ATI Radeon HD 4570 Rebrand,GPU,2009,55.0,65.0,135.0,378.0,796,TSMC,ATI,191.0,364.0,High
ATI Radeon HD 4770,GPU,2009,40.0,80.0,137.0,826.0,750,TSMC,ATI,960.0,192.0,High
ATI Radeon HD 4730,GPU,2009,55.0,110.0,256.0,956.0,750,TSMC,ATI,960.0,192.0,High
ATI Radeon HD 4870 Mac Edition,GPU,2009,55.0,150.0,256.0,956.0,750,TSMC,ATI,1200.0,240.0,High
ATI Radeon HD 4670 AGP,GPU,2009,55.0,59.0,146.0,514.0,750,TSMC,ATI,480.0,364.0,High
NVIDIA GeForce 9800 GTX+,GPU,2009,55.0,141.0,260.0,754.0,738,TSMC,NVIDIA,470.0,364.0,High
NVIDIA GeForce GT 120 OEM,GPU,2009,55.0,50.0,121.0,314.0,738,TSMC,NVIDIA,117.5,364.0,High
NVIDIA GeForce GTS 150 OEM,GPU,2009,65.0,141.0,324.0,754.0,738,TSMC,NVIDIA,470.0,364.0,High
ATI Radeon HD 4750,GPU,2009,40.0,100.0,137.0,826.0,730,TSMC,ATI,934.4,186.9,High
ATI Radeon HD 5850,GPU,2009,40.0,151.0,334.0,2154.0,725,TSMC,ATI,2088.0,417.6,High
ATI Radeon HD 5970,GPU,2009,40.0,294.0,334.0,2154.0,725,TSMC,ATI,2320.0,464.0,High
NVIDIA GeForce GTS 250,GPU,2009,55.0,150.0,260.0,754.0,702,TSMC,NVIDIA,387.1,364.0,Medium
ATI Radeon HD 4860,GPU,2009,55.0,130.0,282.0,959.0,700,TSMC,ATI,896.0,179.2,Medium
ATI Radeon HD 5750,GPU,2009,40.0,86.0,166.0,1040.0,700,TSMC,ATI,1008.0,364.0,Medium
ATI Mobility Radeon HD 4670 Mac Edition,GPU,2009,55.0,35.0,146.0,514.0,680,TSMC,ATI,435.2,364.0,Medium
ATI Mobility Radeon HD 4570,GPU,2009,55.0,81.0,73.0,242.0,680,TSMC,ATI,108.8,364.0,Medium
ATI Mobility FireGL V5725,GPU,2009,55.0,81.0,135.0,378.0,680,TSMC,ATI,163.2,364.0,Medium
ATI FirePro M5725,GPU,2009,55.0,35.0,146.0,514.0,675,TSMC,ATI,432.0,364.0,Medium
NVIDIA GeForce GTS 250,GPU,2009,55.0,150.0,260.0,754.0,675,TSMC,NVIDIA,414.7,364.0,Medium
ATI Mobility Radeon HD 4670,GPU,2009,55.0,35.0,146.0,514.0,675,TSMC,ATI,432.0,364.0,Medium
NVIDIA GeForce GTS 240 OEM,GPU,2009,55.0,120.0,260.0,754.0,675,TSMC,NVIDIA,362.9,364.0,Medium
ATI FirePro M7740,GPU,2009,40.0,60.0,137.0,826.0,650,TSMC,ATI,832.0,166.4,Medium
NVIDIA GeForce GT 140 OEM,GPU,2009,55.0,105.0,196.0,505.0,650,TSMC,NVIDIA,208.0,364.0,Medium
ATI Mobility Radeon HD 4860,GPU,2009,40.0,81.0,137.0,826.0,650,TSMC,ATI,832.0,166.4,Medium
NVIDIA GeForce GT 230,GPU,2009,55.0,75.0,196.0,505.0,650,TSMC,NVIDIA,156.0,364.0,Medium
NVIDIA GeForce GTX 285 Mac Edition,GPU,2009,55.0,204.0,470.0,1400.0,648,TSMC,NVIDIA,708.5,88.56,Medium
NVIDIA GeForce GTX 275,GPU,2009,55.0,219.0,470.0,1400.0,633,TSMC,NVIDIA,673.9,84.24,Medium
NVIDIA GeForce G210M,GPU,2009,40.0,14.0,57.0,260.0,625,TSMC,NVIDIA,48.0,364.0,Medium
ATI Radeon HD 4810,GPU,2009,55.0,95.0,256.0,956.0,625,TSMC,ATI,800.0,160.0,Medium
NVIDIA GeForce GT 220,GPU,2009,55.0,58.0,100.0,486.0,615,TSMC,NVIDIA,127.7,364.0,Medium
NVIDIA Tesla C1060,GPU,2009,55.0,188.0,470.0,1400.0,610,TSMC,NVIDIA,622.1,77.76,Medium
NVIDIA Tesla T10 Processor,GPU,2009,55.0,188.0,470.0,1400.0,610,TSMC,NVIDIA,622.1,77.76,Medium
NVIDIA Quadro FX 3800,GPU,2009,55.0,108.0,470.0,1400.0,600,TSMC,NVIDIA,462.3,57.79,Medium
NVIDIA GeForce GTS 160M,GPU,2009,65.0,60.0,240.0,505.0,600,TSMC,NVIDIA,192.0,364.0,Medium
AMD Radeon HD 6570M Mac Edition,GPU,2009,40.0,30.0,104.0,627.0,600,TSMC,AMD,480.0,364.0,Medium
ATI Radeon HD 4520,GPU,2009,55.0,25.0,73.0,242.0,600,TSMC,ATI,96.0,364.0,Medium
ATI Radeon E4690 PCIe,GPU,2009,55.0,30.0,146.0,514.0,600,TSMC,ATI,384.0,364.0,Medium
ATI Radeon E4690 MXM,GPU,2009,55.0,30.0,146.0,514.0,600,TSMC,ATI,384.0,364.0,Medium
NVIDIA Quadro FX 2800M,GPU,2009,65.0,75.0,324.0,754.0,600,TSMC,NVIDIA,288.0,364.0,Medium
NVIDIA GeForce GT 130M,GPU,2009,55.0,23.0,121.0,314.0,600,TSMC,NVIDIA,96.0,364.0,Medium
ATI Radeon E4690 MXM,GPU,2009,55.0,30.0,146.0,514.0,600,TSMC,ATI,384.0,364.0,Medium
ATI Radeon HD 3610,GPU,2009,65.0,35.0,153.0,390.0,594,TSMC,ATI,142.6,364.0,Medium
ATI Radeon HD 4250,GPU,2009,55.0,25.0,67.0,181.0,594,TSMC,ATI,47.52,364.0,Medium
NVIDIA GeForce 205 OEM,GPU,2009,40.0,31.0,57.0,260.0,589,TSMC,NVIDIA,44.86,364.0,Medium
NVIDIA GeForce G210 OEM Rev. 2,GPU,2009,40.0,31.0,57.0,260.0,589,TSMC,NVIDIA,44.86,364.0,Medium
NVIDIA GeForce 310 OEM,GPU,2009,40.0,31.0,57.0,260.0,589,TSMC,NVIDIA,44.86,364.0,Medium
NVIDIA GeForce GTX 280M,GPU,2009,65.0,75.0,324.0,754.0,585,TSMC,NVIDIA,374.5,364.0,Medium
NVIDIA GeForce 9600 GTX,GPU,2009,65.0,140.0,324.0,754.0,580,TSMC,NVIDIA,278.4,364.0,Medium
NVIDIA GeForce GTX 295,GPU,2009,55.0,289.0,470.0,1400.0,576,TSMC,NVIDIA,596.2,74.52,Medium
NVIDIA Quadro FX 1800M,GPU,2009,40.0,45.0,144.0,727.0,561,TSMC,NVIDIA,162.0,364.0,Medium
ATI Mobility Radeon HD 4830,GPU,2009,40.0,81.0,137.0,826.0,550,TSMC,ATI,704.0,140.8,Medium
ATI Mobility Radeon HD 4870,GPU,2009,55.0,81.0,256.0,956.0,550,TSMC,ATI,880.0,176.0,Medium
NVIDIA GeForce GTS 260M,GPU,2009,40.0,38.0,144.0,727.0,550,TSMC,NVIDIA,264.0,364.0,Medium
NVIDIA Quadro FX 380 LP,GPU,2009,40.0,28.0,57.0,260.0,550,TSMC,NVIDIA,44.0,364.0,Medium
NVIDIA Quadro FX 1800,GPU,2009,65.0,59.0,240.0,505.0,550,TSMC,NVIDIA,176.0,364.0,Medium
NVIDIA GeForce G210 OEM,GPU,2009,55.0,31.0,121.0,314.0,550,TSMC,NVIDIA,43.2,364.0,Medium
NVIDIA GeForce GT 120 Mac Edition,GPU,2009,55.0,50.0,121.0,314.0,550,TSMC,NVIDIA,89.6,364.0,Medium
NVIDIA GeForce GT 240,GPU,2009,40.0,69.0,144.0,727.0,550,TSMC,NVIDIA,257.3,364.0,Medium
NVIDIA GeForce GT 240M,GPU,2009,40.0,23.0,100.0,486.0,550,TSMC,NVIDIA,116.2,364.0,Medium
ATI Mobility Radeon HD 4870 X2,GPU,2009,55.0,81.0,256.0,956.0,550,TSMC,ATI,880.0,176.0,Medium
NVIDIA GeForce GTX 260M,GPU,2009,65.0,65.0,324.0,754.0,550,TSMC,NVIDIA,308.0,364.0,Medium
NVIDIA GeForce G105M,GPU,2009,40.0,14.0,57.0,260.0,535,TSMC,NVIDIA,39.36,364.0,Medium
NVIDIA GeForce 210,GPU,2009,40.0,31.0,57.0,260.0,520,TSMC,NVIDIA,39.36,364.0,Medium
NVIDIA GeForce 210 Rev. 2,GPU,2009,40.0,31.0,57.0,260.0,520,TSMC,NVIDIA,39.36,364.0,Medium
ATI Radeon HD 3410,GPU,2009,65.0,20.0,85.0,180.0,519,TSMC,ATI,41.52,364.0,Medium
NVIDIA GeForce GTX 260 OEM,GPU,2009,55.0,182.0,470.0,1400.0,518,TSMC,NVIDIA,414.7,51.84,Medium
NVIDIA GeForce GT 220 OEM,GPU,2009,40.0,58.0,144.0,727.0,506,TSMC,NVIDIA,97.15,364.0,Medium
ATI Mobility Radeon HD 4850 Mac Edition,GPU,2009,55.0,81.0,256.0,956.0,503,TSMC,ATI,804.8,161.0,Medium
NVIDIA GeForce GT 320M,GPU,2009,55.0,14.0,121.0,314.0,500,TSMC,NVIDIA,80.0,364.0,Medium
ATI Mobility Radeon HD 4850 X2,GPU,2009,55.0,81.0,256.0,956.0,500,TSMC,ATI,800.0,160.0,Medium
NVIDIA GeForce GT 130 OEM,GPU,2009,55.0,75.0,196.0,505.0,500,TSMC,NVIDIA,120.0,364.0,Medium
NVIDIA GeForce GT 120M,GPU,2009,55.0,14.0,121.0,314.0,500,TSMC,NVIDIA,80.0,364.0,Medium
NVIDIA GeForce GTS 250M,GPU,2009,40.0,28.0,144.0,727.0,500,TSMC,NVIDIA,240.0,364.0,Medium
ATI Mobility Radeon HD 4650,GPU,2009,55.0,35.0,146.0,514.0,500,TSMC,ATI,320.0,364.0,Medium
NVIDIA GeForce GT 230 OEM,GPU,2009,55.0,75.0,260.0,754.0,500,TSMC,NVIDIA,240.0,364.0,Medium
NVIDIA GeForce GT 230M,GPU,2009,40.0,23.0,100.0,486.0,500,TSMC,NVIDIA,105.6,364.0,Medium
ATI Mobility Radeon HD 4850,GPU,2009,55.0,81.0,256.0,956.0,500,TSMC,ATI,800.0,160.0,Medium
ATI Mobility Radeon HD 4200 IGP,GPU,2009,55.0,81.0,67.0,181.0,500,Unknown,ATI,40.0,364.0,Medium
ATI Radeon HD 4200 IGP,GPU,2009,55.0,81.0,67.0,181.0,500,Unknown,ATI,40.0,364.0,Medium
NVIDIA GeForce GT 220M,GPU,2009,55.0,14.0,121.0,314.0,500,TSMC,NVIDIA,80.0,364.0,Medium
NVIDIA GeForce G105M,GPU,2009,40.0,14.0,57.0,260.0,500,TSMC,NVIDIA,34.24,364.0,Medium
ATI Mobility Radeon HD 4530,GPU,2009,55.0,81.0,73.0,242.0,500,TSMC,ATI,80.0,364.0,Medium
NVIDIA GeForce 210 OEM,GPU,2009,40.0,31.0,100.0,486.0,475,TSMC,NVIDIA,35.2,364.0,Low
NVIDIA GeForce 210 PCI,GPU,2009,40.0,31.0,100.0,486.0,475,TSMC,NVIDIA,35.2,364.0,Low
NVIDIA Quadro FX 580,GPU,2009,55.0,40.0,121.0,314.0,450,TSMC,NVIDIA,72.0,364.0,Low
NVIDIA GeForce G205M,GPU,2009,65.0,14.0,144.0,314.0,450,Unknown,NVIDIA,35.2,364.0,Low
NVIDIA Quadro FX 380,GPU,2009,65.0,34.0,144.0,314.0,450,UMC,NVIDIA,35.2,364.0,Low
NVIDIA GeForce G102M,GPU,2009,65.0,14.0,144.0,314.0,450,Unknown,NVIDIA,35.2,364.0,Low
ATI Mobility Radeon HD 4350,GPU,2009,55.0,81.0,73.0,242.0,450,TSMC,ATI,72.0,364.0,Low
ATI Mobility Radeon HD 4330,GPU,2009,55.0,81.0,73.0,242.0,450,TSMC,ATI,72.0,364.0,Low
ATI Mobility Radeon HD 4100 IGP,GPU,2009,55.0,81.0,67.0,181.0,400,Unknown,ATI,32.0,364.0,Low
ATI FirePro 2450 Multi-View PCIe x1,GPU,2009,55.0,32.0,67.0,181.0,400,TSMC,ATI,32.0,364.0,Low
NVIDIA GeForce G110M,GPU,2009,55.0,14.0,121.0,314.0,400,TSMC,NVIDIA,32.0,364.0,Low
ATI FirePro 2450 Multi-View,GPU,2009,55.0,32.0,67.0,181.0,400,TSMC,ATI,32.0,364.0,Low
NVIDIA GeForce GTS 150M,GPU,2009,65.0,45.0,240.0,505.0,400,TSMC,NVIDIA,128.0,364.0,Low
ATI Radeon HD 3200 Mobile IGP,GPU,2009,65.0,81.0,85.0,180.0,380,Unknown,ATI,30.4,364.0,Low
Intel Core 2 Duo E8600,CPU,2008,45.0,65.0,107.0,410.0,3333,Intel,Intel,2135.0,364.0,High
Intel Core 2 Extreme QX9775,CPU,2008,45.0,150.0,107.0,820.0,3200,Intel,Intel,2135.0,364.0,High
Intel Core i7-965,CPU,2008,45.0,130.0,263.0,731.0,3200,Intel,Intel,2135.0,364.0,High
Intel Core 2 Extreme QX9770,CPU,2008,45.0,136.0,107.0,820.0,3200,Intel,Intel,2135.0,364.0,High
Intel Core 2 Duo E8500,CPU,2008,45.0,65.0,107.0,410.0,3166,Intel,Intel,2135.0,364.0,High
Intel Core 2 Extreme X9100,CPU,2008,45.0,44.0,107.0,1930.0,3067,Intel,Intel,2135.0,364.0,High
AMD Athlon 64 X2 5800+,CPU,2008,65.0,89.0,126.0,154.0,3000,Unknown,AMD,2135.0,364.0,High
Intel Core 2 Quad Q9650,CPU,2008,45.0,95.0,107.0,820.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core 2 Duo E8400,CPU,2008,45.0,65.0,104.0,410.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i7-940,CPU,2008,45.0,130.0,263.0,731.0,2933,Intel,Intel,2135.0,364.0,High
AMD Athlon 64 X2 5600+,CPU,2008,65.0,65.0,126.0,154.0,2900,Unknown,AMD,2135.0,364.0,High
Intel Core 2 Duo E8300,CPU,2008,45.0,65.0,107.0,410.0,2833,Intel,Intel,2135.0,364.0,High
Intel Core 2 Quad Q9550,CPU,2008,45.0,95.0,107.0,820.0,2833,Intel,Intel,2135.0,364.0,High
AMD Athlon 64 X2 5400+ BE,CPU,2008,65.0,65.0,126.0,154.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon 64 X2 5400+,CPU,2008,65.0,65.0,126.0,154.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Core 2 Duo E7400,CPU,2008,45.0,65.0,82.0,228.0,2800,Intel,Intel,2135.0,364.0,High
AMD Athlon 64 LE-1660,CPU,2008,65.0,45.0,77.0,122.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon 64 LE-1640B,CPU,2008,65.0,45.0,77.0,122.0,2700,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 LE-1640,CPU,2008,65.0,45.0,77.0,122.0,2700,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon X2 7750 BE,CPU,2008,65.0,95.0,285.0,450.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Core 2 Duo E8190,CPU,2008,45.0,65.0,104.0,410.0,2667,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Duo E7300,CPU,2008,45.0,65.0,107.0,420.0,2667,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Duo E8200,CPU,2008,45.0,65.0,107.0,410.0,2667,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-920,CPU,2008,45.0,130.0,263.0,731.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Quad Q9400,CPU,2008,45.0,95.0,81.0,456.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Quad Q9450,CPU,2008,45.0,95.0,107.0,820.0,2666,Intel,Intel,2135.0,364.0,Medium
Intel Core 2 Duo E4700,CPU,2008,65.0,65.0,111.0,167.0,2600,Intel,Intel,2135.0,364.0,Medium
AMD Phenom X4 9950 BE (125W),CPU,2008,65.0,125.0,285.0,450.0,2600,Unknown,AMD,2135.0,364.0,Medium
